,q0001,q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,q0013,q0014,q0015,q0017,q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0022,q0024,q0025_0001,q0025_0002,q0025_0003,q0026,q0028,q0029,q0030,q0034,q0035,q0036,racethn4,educ4,age3,kids,orientation,weight
232,Somewhat masculine,Not too important,1,1,0,0,0,1,No,Rarely,Sometimes,Sometimes,"Never, but open to it","Never, but open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Sometimes,0,0,0,0,0,0,0,0,0,1,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,No,Yes,Often,It?s the right thing to do,0,0,"Societal expectations, even though you don?t always think you should have to pay",0,You try to pay to see if the other person will offer to share in the cost,0,0,0,0,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Massachusetts,"$0-$9,999",New England,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.68862606
233,Very masculine,Somewhat important,1,0,0,0,0,0,Yes,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, and not open to it",Rarely,0,1,0,0,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Often,0,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,0,1,0,0,0,0,1,0,Divorced,0,0,1,Bisexual,White,Post graduate degree,Washington,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,White,Post graduate degree,65 and up,0,Gay/Bisexual,0.019744451
234,Very masculine,Somewhat important,1,0,1,0,0,0,No,Rarely,Sometimes,Sometimes,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,"Never, but open to it",Sometimes,0,1,0,0,0,1,1,1,1,1,1,0,"Employed, working full-time",0,Men are taken more seriously,0,0,0,0,0,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,No,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,1,0,0,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,Post graduate degree,Florida,"$75,000-$99,999",South Atlantic,MacOS Desktop / Laptop,White,Post graduate degree,35 - 64,0,Straight,0.061673112999999995
235,Somewhat masculine,Somewhat important,1,1,1,0,1,0,Yes,Sometimes,Sometimes,Often,Often,"Never, and not open to it","Never, but open to it","Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working part-time",0,Men are taken more seriously,0,0,0,0,0,Other (please specify),0,0,0,0,Other (please specify),0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Often,0,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,0,0,1,0,0,0,0,0,1,0,Widowed,0,1,0,Straight,White,College graduate,Wisconsin,Prefer not to answer,East North Central,iOS Phone / Tablet,White,College or more,35 - 64,1,Straight,0.515746057
236,Very masculine,Somewhat important,1,0,0,0,0,0,No,Often,Sometimes,Sometimes,Rarely,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Often,Often,Rarely,"Never, and not open to it",0,0,0,0,0,0,0,1,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Never,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Never married,0,0,1,Straight,White,Post graduate degree,Illinois,"$75,000-$99,999",East North Central,Windows Desktop / Laptop,White,Post graduate degree,65 and up,0,Straight,0.064265518
237,Somewhat masculine,Not too important,1,1,1,0,1,0,No,Sometimes,Sometimes,Sometimes,Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,0,0,0,0,0,0,1,0,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,Yes,Yes,Always,0,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,1,1,0,0,0,0,0,0,1,0,Married,1,0,0,Straight,White,Post graduate degree,California,"$100,000-$124,999",Pacific,iOS Phone / Tablet,White,Post graduate degree,35 - 64,1,Straight,0.060706517
238,Somewhat masculine,Not too important,1,1,1,0,1,0,No,Rarely,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Rarely,Rarely,Rarely,0,1,0,0,0,0,0,0,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,No,No,Sometimes,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,Married,0,0,1,Straight,White,College graduate,California,"$100,000-$124,999",Pacific,Windows Desktop / Laptop,White,College or more,35 - 64,0,Straight,0.5281114610000001
239,Very masculine,Very important,1,0,0,0,0,0,Yes,Sometimes,Sometimes,Sometimes,Rarely,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Rarely,0,1,1,1,0,0,0,0,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,No,Yes,Always,It?s the right thing to do,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,0,0,1,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,Post graduate degree,California,Prefer not to answer,Pacific,Windows Desktop / Laptop,White,Post graduate degree,35 - 64,0,Straight,0.100822157
240,Somewhat masculine,Somewhat important,1,1,1,0,1,0,No,Sometimes,Sometimes,Sometimes,Sometimes,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Sometimes,Rarely,Sometimes,0,1,0,1,0,0,1,1,1,1,1,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,0,1,1,0,1,1,0,0,0,0,1,1,Never married,0,0,1,Straight,White,Post graduate degree,Massachusetts,"$200,000+",New England,iOS Phone / Tablet,White,Post graduate degree,35 - 64,0,Straight,0.069709778
241,Very masculine,Not too important,1,1,0,0,1,0,No,Often,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Rarely,0,1,0,1,0,0,0,0,0,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,No,Yes,Often,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,1,1,0,0,1,0,0,0,1,0,Married,1,0,0,Straight,White,College graduate,New York,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.67857412
242,Very masculine,Somewhat important,1,0,0,0,1,0,Yes,Often,Often,Often,Rarely,Rarely,Often,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it","Never, but open to it",0,1,0,0,0,0,0,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Sometimes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Never married,1,0,0,Straight,White,College graduate,California,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,White,College or more,18 - 34,1,Straight,1.6795885259999999
243,Somewhat masculine,Not too important,1,0,0,0,0,0,No,Rarely,Rarely,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Rarely,Often,Sometimes,0,1,0,0,0,0,0,1,1,1,1,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,It?s the right thing to do,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,1,1,1,1,0,0,0,0,1,0,Married,0,0,1,Straight,White,College graduate,Kentucky,"$50,000-$74,999",East South Central,Windows Desktop / Laptop,White,College or more,35 - 64,0,Straight,0.646701035
244,Somewhat masculine,Somewhat important,1,1,1,1,1,0,Yes,Often,Often,Often,Sometimes,"Never, and not open to it","Never, and not open to it",Often,Rarely,Often,Rarely,Sometimes,0,1,0,1,0,0,0,1,1,1,1,0,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,0,0,0,0,0,Managers want to hire and promote women,0,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Sometimes,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Never married,0,0,1,Gay,Hispanic,College graduate,Wisconsin,"$25,000-$49,999",East North Central,iOS Phone / Tablet,Hispanic,College or more,18 - 34,0,Gay/Bisexual,4.213356822
245,Somewhat masculine,Somewhat important,1,1,0,0,1,0,Yes,Often,Sometimes,Often,Sometimes,Rarely,"Never, and not open to it",Often,Rarely,Often,"Never, but open to it",Rarely,1,1,0,1,1,1,1,1,0,1,0,0,"Employed, working full-time",0,0,0,Men have more promotion/professional development opportunities,0,0,0,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,Yes,Yes,Often,0,0,You feel good about being the one who pays,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Never married,0,0,1,Gay,Hispanic,College graduate,California,"$50,000-$74,999",Pacific,MacOS Desktop / Laptop,Hispanic,College or more,18 - 34,0,Gay/Bisexual,4.320422125
246,Somewhat masculine,Not too important,1,1,1,0,1,0,Yes,Rarely,Rarely,Often,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Sometimes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Oregon,"$50,000-$74,999",Pacific,iOS Phone / Tablet,White,Post graduate degree,65 and up,1,Straight,0.056642551
247,Very masculine,Not too important,1,0,0,0,0,1,Yes,Sometimes,Often,Often,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,Often,Sometimes,0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,0,You make more money than your date,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,Post graduate degree,Washington,Prefer not to answer,Pacific,MacOS Desktop / Laptop,White,Post graduate degree,65 and up,0,Straight,0.019744451
248,Somewhat masculine,Very important,1,0,1,1,0,0,No,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Often,Often,Rarely,Rarely,0,1,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",Men make more money,0,0,0,0,Men generally have more support from their managers,0,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Always,It?s the right thing to do,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,1,0,0,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Washington,"$200,000+",Pacific,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.397412793
249,Very masculine,Very important,1,0,0,0,0,0,No,Often,Often,Sometimes,Rarely,Rarely,Rarely,"Never, and not open to it",Often,Rarely,Rarely,Sometimes,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Sometimes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Widowed,0,1,0,Straight,White,College graduate,Pennsylvania,"$175,000-$199,999",Middle Atlantic,iOS Phone / Tablet,White,College or more,65 and up,1,Straight,0.45288311299999995
250,Very masculine,Very important,1,1,1,0,0,1,No,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Sometimes,Sometimes,Often,Sometimes,0,1,0,0,0,0,0,1,0,0,1,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,0,0,0,Other (please specify),1,0,1,1,1,0,0,0,0,1,1,Married,0,0,1,Straight,White,Post graduate degree,Nevada,"$150,000-$174,999",Mountain,MacOS Desktop / Laptop,White,Post graduate degree,65 and up,0,Straight,0.05465732
251,Somewhat masculine,Very important,0,0,0,0,1,1,Yes,Sometimes,Sometimes,"Never, and not open to it","Never, but open to it","Never, and not open to it","Never, but open to it","Never, and not open to it",Rarely,Sometimes,Often,Sometimes,0,0,0,0,0,1,0,1,1,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,0,0,1,0,0,0,0,0,0,1,0,Divorced,0,1,0,Straight,White,Some college,Indiana,"$10,000-$24,999",East North Central,Windows Desktop / Laptop,White,Some college,65 and up,1,Straight,0.6006400789999999
252,Somewhat masculine,Somewhat important,1,1,0,0,0,0,Yes,Sometimes,Rarely,Rarely,Rarely,"Never, and not open to it",Often,"Never, and not open to it","Never, but open to it",Rarely,"Never, but open to it","Never, and not open to it",0,1,0,1,0,0,0,0,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,Yes,Often,It?s the right thing to do,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,1,0,1,0,0,0,0,0,1,0,Married,1,0,0,Straight,White,College graduate,Florida,Prefer not to answer,South Atlantic,Android Phone / Tablet,White,College or more,18 - 34,1,Straight,1.7368944880000001
253,Very masculine,Somewhat important,1,1,1,0,0,0,Yes,Often,Sometimes,Sometimes,Rarely,"Never, but open to it",Often,"Never, and not open to it",Often,Often,"Never, but open to it",Sometimes,1,1,0,1,1,1,1,1,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,Yes,Often,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,1,0,1,0,0,0,0,0,1,0,Never married,0,0,1,Straight,White,College graduate,North Carolina,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,White,College or more,18 - 34,0,Straight,1.5809621969999998
254,Somewhat masculine,Somewhat important,0,0,0,0,0,1,No,Rarely,Rarely,"Never, but open to it",Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Often,"Never, but open to it","Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,No,No,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,0,0,0,0,0,1,0,Never married,0,0,1,Straight,White,Some college,Florida,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,White,Some college,35 - 64,0,Straight,0.656781403
255,Very masculine,Not too important,1,1,0,0,1,0,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Rarely,Sometimes,Rarely,"Never, but open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,0,Other (please specify),0,A lot,No,No,Sometimes,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,College graduate,Texas,"$150,000-$174,999",West South Central,iOS Phone / Tablet,White,College or more,35 - 64,0,Straight,0.515567485
256,Very masculine,Not too important,1,0,1,0,1,1,Yes,Rarely,Rarely,Sometimes,Often,"Never, and not open to it","Never, and not open to it",Sometimes,Rarely,"Never, but open to it",Rarely,Rarely,0,0,0,0,0,0,0,1,1,1,1,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Sometimes,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,Married,0,1,0,Gay,White,Associate's degree,California,Prefer not to answer,Pacific,Windows Desktop / Laptop,White,Some college,65 and up,1,Gay/Bisexual,0.615179712
257,Not very masculine,Not too important,1,0,0,0,0,0,No,Sometimes,Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,"Never, and not open to it","Never, but open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Florida,"$175,000-$199,999",South Atlantic,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Straight,0.060690025999999994
258,Not very masculine,Not at all important,1,0,0,0,0,0,Yes,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,Rarely,Rarely,0,1,0,0,0,0,0,0,0,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,Contacted the manager of the accused person,Reached out to the victim to offer support,0,0,0,0,A lot,No,No,Often,0,0,0,0,0,0,Other (please specify),0,0,0,0,0,1,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Washington,"$75,000-$99,999",Pacific,Other,White,College or more,35 - 64,1,Straight,0.397412793
259,Somewhat masculine,Not too important,0,0,0,0,0,0,Yes,Often,Often,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it","Never, but open to it","Never, but open to it",Often,Rarely,0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,No,Sometimes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Divorced,1,1,0,Straight,White,Associate's degree,Michigan,"$0-$9,999",East North Central,iOS Phone / Tablet,White,Some college,35 - 64,1,Straight,0.62074615
260,Somewhat masculine,Not too important,0,0,0,0,1,0,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it","Never, but open to it",0,1,0,0,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Often,It?s the right thing to do,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,College graduate,New Hampshire,"$75,000-$99,999",New England,Windows Desktop / Laptop,White,College or more,35 - 64,0,Straight,0.644454454
